Title,Lyrics
90210,"358 ContributorsTranslationsEnglishTravis Scott - 90210 ft. Kacy Hill (Azərbaycan Tərcümə)TürkçeTravis Scott - 90210 (Traduction Française)Português90210 Lyrics[Part I]

[Intro: Travis Scott, Chantel Jeffries & Kacy Hill]
(Dean, what's poppin'? Hahahahaha. Yo, Travis)
Mhm, ooh-ooh-ooh-ooh-ooh-ooh-ooh-ooh-ooh
Mama's mailin' out that blow, cravin' 9021—
Ooh-ooh-ooh-ooh-ooh

[Verse 1: Travis Scott & Chantel Jeffries]
She a porn star girl, ah, from the valley
(Honestly, God bless)
Who left her hometown world all for that alley
Ooh, created Lake Tahoe all from her panties
(I hope it was wet like my jumper, though)
Ooh, used to take the long way home
Long way home, all for that candy (Hahahahaha, mhm)

[Chorus: Kacy Hill]
Baby's hooked on feeling low-ow
Do, do, do
Do, do

[Verse 2: Travis Scott]
Jacques turned La Flame, now he rollin' on an Addy
Fifty on a chain, 'nother fifty on a Caddy
Ooh, he might pop him a pill, pop him a seal
Pop anyone, pop anything
Pop anything to find that alley
Mhm, yeah, to find that alley (Mhm)
See Travis Scott LiveGet tickets as low as $15You might also like[Chorus: Kacy Hill]
Baby's hooked on feeling low-ow
Do, do, do
Do, do

[Segue: Travis Scott, Kacy Hill & Chantel Jeffries]
In the 90210, 90210, lookin' for that alley
In the 90210, 90210, lookin' for that alley, ooh
It's the superstar girl, superstar girl, roamin' in that alley
(Baby's hooked on feeling low-ow)
Ooh, in the 90210, 90210, somewhere in that alley
(Do, do, do)
(Do, do)
Ooh, ahh
(I gotta tell ya)
[Part II]

[Intro: Travis Scott]
(Ooh-ooh-ooh-ooh)
(Ooh-ooh-ooh-ooh)
(Ooh-ooh-ooh-ooh)
Ooh-ooh
(All, all, all thang, thang)
(All, all, all thang, thang)
Ooh-ooh-ooh-ooh-ooh
(All, all, all thang, thang)
(All, all, all thang, thang)
Yeah
[Verse 3: Travis Scott]
My granny called, she said, ""Travvy, you work too hard
I'm worried you forget about me""
(All, all, all)
I'm fallin' in and out of clouds
Don't worry, I'ma get it, Granny, uh
What happened? Now my daddy happy
Mama called me up, that money comin' and she love me
(All, all, all thang, thang)
I done made it now, I done found life's meanin' now
(All, all, all thang, thang)
All them days her heart'd break, her heart not in pieces now
Friends turnin' into fraud niggas
Practicin' half the passion, you niggas packaged different
(All, all, all thang, thang)
All you niggas, you niggas want the swag, you can't have it
(All, all, all thang, thang)
I'ma sell it, your niggas salary, we 'bout to cap, bitch
Youngest nigga out of Houston at the Grammys
Smilin' at 'em laughin' at me
I passed the rock to Ye, he pump faked, then passed it back, bitch
(All, all, all thang, thang)
All of this off of rappin', should've wrote this in Latin, yeah-yeah
(All, all, all thang, thang)
Mmm, I know, I know, I know, I know, I know
I know, I know, I know, I know, I know
Cuzzo said we in the store, yeah, we 'bout to drop a four
He passed the cigarette, I choke, woo
Told my auntie, ""Put them 'Ports down, them 'Ports down""
Now you know you love your own now
Hit the stage, they got their hands up, don't put your nose down
I ain't knockin', nigga, I knocked the door down, for sure now
Whole crew, I swear they countin' on me
Gold chains, gold rings, I got an island on me
Houses on me, he got them ounces on him
Holy Father, come save these niggas, I'm stylin' on 'em
Good Lord, I see my good fortune in all these horses
I'm drivin' too fast to stop, so all these signs, I ignore them
Just this guy from north of the border, my chips is in order
My mom's biggest supporter, so now a nigga support a nigga
[Outro: Travis Scott]
(Ooh-ooh-ooh-ooh-ooh-ooh-ooh)
(Ooh-ooh-ooh-ooh-ooh-ooh-ooh)293Embed"
90210 (Bay Area Freestyle),"2 Contributors90210 (Bay Area Freestyle) Lyrics[Intro]
Yeah, yeah
Make some noise for motherfucking Mike Dean, yeah
Yeah, yeah-oh
Ooh-ooh-ooh
Ooh-ooh-ooh
Ooh-ooh-ooh-ooh
Yeah, ooh-ooh-ooh
Ooh-ooh-ooh, yeah
Yeah, yeah
Yeah, yeah, yah

[Bridge]
Me and Mike Dean we've just been working on ASTROWORLD shit like

[Verse]
We been watching Astros win the playoffs
[?] making ASTROWORLD going way on
Poppin', takin' two in spaceship in takeoff
'Bout to link up with the squad and get a day off
Yeah, we been watching Astros in the playoffs
Making ASTROWORLD, young nigga a takeoff
'Bout to drop a bomb, drop a bomb, na-na
'Bout to drop a bomb, drop a bomb, na-na
Pullin' up, pullin' a [?], yeah, yeah
Pullin' out, we the 41, yeah, yeah
...See Travis Scott LiveGet tickets as low as $15You might also likeEmbed"
90210 (Demo),"8 Contributors90210 (Demo) Lyrics[Part I]

[Intro: Travis Scott & Kacy Hill]
Mhm, ooo-ooo-ooo-ooo-ooo
Mama's bailing down that road, craving 9021...

[Verse 1: Travis Scott]
She a porn star mmh, oh, from the valley
All in her own-own world, oh, then get at me
Ooh, in your own time, ho, that ain't no ready
Ohh, in my own-own world, own-own world
All, in that alley, mm

[Refrain: Kacy Hill]
Baby's hooked on feeling low
Do, do, do
Do, doo

[Verse 2: Travis Scott]
Born on the rain, I been rollin' on Miami
50 on my own, 50 and he on a Caddy, ooh
I might pop Henny on it, pop any seal
Pop in the end, pop anythin', pop any item in Miami
Hmh, yeah, it in Miami, mm

[Refrain: Kacy Hill]
Baby's hooked on feeling low
Do, do, do
Do, doo
See Travis Scott LiveGet tickets as low as $15You might also like[Chorus: Travis Scott & Kacy Hill]
90210, 90210, ridin' on my own
90210, 90210, ridin' in Miami
Oh, she was superstar girl, superstar girl, foldin' in the alley
Baby's hooked on feeling low
Oh, in the 90210, 90210, downin' in the alley
Do, do, do
Do, doo

[Part II]

[Intro: Travis Scott]
Ooh-ooh
Ooh-ooh-ooh-ooh

[Verse: Travis Scott]
Yeah, my granny called, she said, ""Travie, you work too hard
I'm worried you forget about me""
I'm falling in and out of cuffs, don't worry, I'ma get it, Granny, uh
What happened? Now my daddy happy, Mama called me up
That money coming and she love me, I done made it now
I done found life meaning now
All them days her heart'd break, her heart not in pieces now
Friends turning into fraud niggas
Practicing, have the passion, you niggas packaged different
All you niggas, you niggas want the swag, you can't have it
I'ma sell it, you niggas salary 'bout to cap, bitch
Youngest nigga outta Houston at the Grammy's
Smiling at 'em laughing, at me
I passed the rock to 'Ye, he pump faked and passed it back, bitch
All of this off of rapping, should've wrote this in Latin
Yeah, hmm, I know, I know, I know, I know, I know
I know, I know, I know, I know, I know
Cuzzo said we in the store, yeah, we 'bout to drop a four
He pass the cigarette, I choke, woo
Tell my auntie put them ports down, them ports down
Now you know you love your own now
Hit the stage, they got their hands up, don't put your nose down
I ain't knockin', nigga, I knocked the door down, for sure now
Whole crew, I swear they counting on me
Gold chains, gold rings, I got an island on me
Houses on me, he got them ounces on him
Holy father, come save these niggas, I'm styling on 'em
Good Lord, I see my good fortune in all these horses
I'm driving too fast to stop, so all these signs, I ignore them
Distant sky, from north of the border my chips is in order
My mom's biggest supporter so now niggas support a nigga
[Outro: Travis Scott]
Ooh-ooh-ooh-ooh, ohh-ohh
Ahh-ahh-ahh, ohh-ohhEmbed"
90210 (Dj Horse Remix),"1 Contributor90210 (Dj Horse Remix) Lyrics[Intro Travis Scott & Serena Deena]
She a porn star girl, oh, from the valley (honestly, God bless)
Who left her hometown world all for that alley
Oh, created Lake Tahoe all from her panties
(I hope it was wet like my jumper, though)
Ooh, used to take the long way home, long way home, all for that candy
Yeah

[Verse Serena Deena]
Sex early in the morning (in the morning) keeps my day running (keeps my day running)
Memory's orgasmic, aye, good things are Cumming (good things are coming)
Cruising in the 6'4 i tell me o be just starting
Pop that speed and damn the cop, imma play Harry
Mfers I bag the deal, gussy up to the ninеs
Good life's a contract
Got the grams stashed for thе party
And I tell him don’t get hooked
Mfers move that wooo
That speeadball got me feeling
So wicky wacky…

[Chorus Travis Scott]
Jacques turned La Flame, now he rolling on an Addy
Fifty on a chain, 'nother fifty on a Caddy, ooh
He might pop him a pill, pop him a seal, pop anyone
Pop anything, pop anything to find that alley
Hmm, yeah, to find that alley (mmm)
See Travis Scott LiveGet tickets as low as $15You might also like[Verse Serena Deena]
It's some soiree and 304's in my fuckin stoep
So the loudmouth better shut or  just get it cooked..
Thats a proverb
Lotta dope in the stash
For some cray freaks and they do yayo in the coupe
I hid that .44 in my hip
In that hot pink suit …

[Chorus Travis Scott]
In that 90210, 90210, looking for that alley
In the 90210, 90210, looking for that alley, ooh
It's the superstar girl (baby's hooked)
Superstar girl, roaming in that alley (on feeling low)
Oh, in the 90210, 90210, somewhere in that alley
Ooh-ah
Ooh
Ooh-ooh-ooh-oohEmbed"
90210 Interlude,"2 Contributors90210 Interlude LyricsSuperstar girl
Superstar girl
Roaming in that alley
Baby you're the one looking for the 90210
For the 90210
It's a superstar girl
Superstar girl
Roaming in that alley
She can be my world in that 90210
For the 90210, sitting in the [?]
It's a superstar girl
Superstar girl
Roaming through these [?] streets
I might catch a hoe
Roaming through these [?] streets
I might
Roaming through these [?] streetsSee Travis Scott LiveGet tickets as low as $15You might also likeEmbed"
90210 (Solo Demo),"2 Contributors90210 (Solo Demo) Lyrics[Intro]
Mhm
Ooh-ooh-ooh-ooh-ooh, ooh-ooh-ooh

[Verse 1]
She a porn-star, mm, oh, from the valley
All in her own-own world, oh, then get at me
Ooh, in your own time, ho-oh, that ain't no ready
Oh, in my own-own-own-own-own world
All, in that alley, mm

[Refrain]
Ooh-ooh-ooh-ooh-ooh

[Verse 2]
Born on the rain, I been rollin' on Miami
50 on my own, 50 and he on a Caddy, ooh
I might pop Henny on it, pop any seal
Pop in the end, pop anythin', pop any item in Miami
Mm-mm, yeah, it in Miami (Mm-mm)

[Refrain]
Ooh-ooh-ooh-ooh-ooh, ooh-ooh-ooh

[Chorus]
90210, 90210, ridin' on my own
90210, 90210, ridin' in Miami
Oh, she was superstar girl, superstar girl, foldin' in the alley
Oh, in the 90210, 90210, downin' in the alley (Mm-mm)
See Travis Scott LiveGet tickets as low as $15You might also like[Refrain]
Ooh-ooh-ooh-ooh-ooh, ooh-ooh-ooh-oohEmbed"
After Party (Original),"11 ContributorsAfter Party (Original) LyricsLyrics from Snippet

[Verse 1: Travis Scott]
Lamborghini or the Ghost
No bikinis on the boat
Gotta give young boys the hope
Now that boy just threw a tech (Wait)
Drama boys have been deployed
The cactus mixes, they employed
Can't tie the raid, I get it going
I get three checks, I get important
Took my accountant, doing the drugs
The little boy will lose his voice
And I throw that ass until I'm done (Ass until I'm done)

[Open Verse]

[Chorus: Don Toliver]
Okay, I pull up, hop out at the after party
You and all your friends, yeah, they love to get naughty
Sippin' on that Henn', I know you love that Bacardi
1942, I take you back in that 'Rari

Okay, I pull up— (Okay, I pull up, okay, I pull up, okay, I pull up, okay, I pull up, okay, I pull up)
Okay, I pull up— (Okay, I pull up, okay, I pull up, okay, I pull up, okay, I pull up, okay, I pull up)See Travis Scott LiveGet tickets as low as $15You might also like1Embed"
All Around The World*,"10 ContributorsAll Around The World* LyricsLyrics from Snippet

[Chorus]
All around the world and we racin'
Woo, been racin' now we lit bruhSee Travis Scott LiveGet tickets as low as $15You might also likeEmbed"
All I Know (Demo),"8 ContributorsAll I Know (Demo) Lyrics[Intro: Travis Scott]
Yeah
Mustard on the beat, ho
Uhh-uhh

[Chorus: Travis Scott]
All I know, all I know is this
All I know, all I know is this
All I know, all I know is ballin' (yeah)
All I know, all I know is this, yeah, yeah (ooh-ooh)
All I know, all I know is this
All I know, all I know is this
All I know, all I know is ballin' (yeah)
All I know, all I know is this, yeah, yeah (straight up)

[Verse 1: Kamaiyah & Travis Scott]
Niggas goin' out they way to pursue me
Say they wanna work with me
But just wanna get the hoochies, nigga
You just do you, I'ma do me (yeah, yeah)
I got ice, you can skate on it, Kristi Yamaguchi (ooh-ooh)
I go places that you gotta use a map to go (ooh-ooh)
Big dog in my city, I'm a factor, though (ooh-ooh)
Everything that I'm statin', it is factual (ooh-ooh)
I can see straight through your clothes caption, go
Just know (yeah)
I don't need nobody and I never will (yeah, yeah)
Niggas better chill, I'm forever real (yeah, yeah)
I still hang around with Joey friends with [?] still (yeah, yeah)
These hoes, they won't pay to pay the medic bill
I'm the coldest chick to ever fuckin' do this shit (yah)
G5, high flyin', not a stewardess (yah, yah)
Ballin' now just to show 'em that I'm up now (yah)
Got a rollie on my wrist and it's bust down (uhh-uhh)
See Travis Scott LiveGet tickets as low as $15You might also like[Chorus: Travis Scott]
All I know, all I know is this
All I know, all I know is this
All I know, all I know is ballin' (yeah)
All I know, all I know is this, yeah, yeah
All I know, all I know is this
All I know, all I know is this
All I know, all I know is ballin' (yeah)
All I know, all I know is this, yeah, yeah (straight up)

[Verse 2: Travis Scott]
Bust down, bust down, bust down (yeah)
Way you take it down, got me up now (ooh-ooh)
Outta Houston from the Oaktown (yay)
Way too loud to interrupt now
All I know is how to do it for the set (yeah, yeah)
All I know is how to get it from the go (yah)
All I know is how to, and I'm the best
All I know is how to, and how to roast
Sti- , still friends, still (it's lit)
Still, still rent still (yeah, yeah)
Still squad, still friends, still
Still runnin' up the bill
Still racking up the hill, still
Still goin' after bills, still (sheesh)
Ain't gon' lie, you the truth, huh (truth)
Save some time, hop up in my coupe, uh (coupe)
Best fam and I'm in the roup, uh
Met mans servin' in my roof, huh (uhh-uhh)
[Chorus: Travis Scott]
All I know, all I know is this
All I know, all I know is this
All I know, all I know is ballin' (yeah)
All I know, all I know is this, yeah, yeah
All I know, all I know is this
All I know, all I know is this
All I know, all I know is ballin' (yeah)
All I know, all I know is this, yeah, yeah (straight up)2Embed"
All Year,"9 ContributorsAll Year Lyrics[Intro]
All year, all year

[Chorus]
All year, blood, it's poppin' over here
All year, cuz', it's crackin' over here
All year, up at midnight, countin' every dollar
Every dollar, every dollar and we countin'

[Refrain]
Aw, we gon' get it poppin' in the set
Aw, drop it down and break your neck
Yeah, out in Third Ward, right there by the Frenchies
Every summer, I finesse it for a check (For a check)
Aw, if you real, you know the deal (Know the deal)
Aw, they know I'm the one that's really trill (Trill)
They know I'm the one that pay the bill (Bill)
Aw, keep a couple gang bangers, throwin' sets up
And they down to let it fly when shit get real (Shit get real)

[Instrumental Break]

[Chorus]
All year, blood, it's poppin' over here (Poppin', poppin', poppin')
All year, cuz', it's crackin' over here (Crackin', crackin', crackin')
All year, up at midnight, countin' every dollar
Every dollar, every dollar and we countin'
See Travis Scott LiveGet tickets as low as $15You might also like[Refrain]
Aw, we gon' get it poppin' in the set
Aw, drop it down and break your neck
Yeah, out in Third Ward, right there by the Frenchies
Every summer, I finesse it for a check (For a check)
Aw, if you real, you know the deal (Know the deal)
Aw, they know I'm the one that's really trill (Trill)
They know I'm the one that pay the bill (Bill)
Aw, keep a couple gang bangers, throwin' sets up
And they down to let it fly when shit get real (Shit get real)

[Instrumental Break]

[Bridge]
Why these niggas, niggas, niggas hatin', baby, let me know
All these niggas, niggas, niggas hatin', know they want what's more
More
All these niggas, niggas, hatin', hatin', hatin', hatin', hatin'
Know they want what's more
Want what's more, baby, know they want what's more, more
Yeah, yeah, yeah, yeah

[Chorus]
All year, blood, it's poppin' over here (All year)
All year, cuz', it's crackin' over here (All year)
All year, up at midnight, countin' every dollar
Every dollar, every dollar and we countin' (All year)
[Refrain]
Aw, we gon' get it poppin' in the set
Aw, drop it down and break your neck
Yeah, out in Third Ward, right there by the Frenchies
Every summer, I finesse it for a check (For a check)
Aw, if you real, you know the deal (Know the deal)
Aw, they know I'm the one that's really trill (Trill)
They know I'm the one that pay the bill (Bill)1Embed"
